x	 y 	 value
1.42857	2.69388	-0.622949
1.42857	2.93878	-0.675735
1.42857	3.18367	-0.670659
1.42857	3.42857	-0.606562
1.42857	3.67347	-0.485808
1.42857	3.91837	-0.31414
1.42857	4.16327	-0.100343
1.42857	4.40816	0.144286
1.42857	4.65306	0.406612
1.42857	4.89796	0.67244
1.42857	5.14286	0.927369
1.42857	5.38776	1.15765
1.42857	5.63265	1.35099
1.42857	5.87755	1.49733
1.42857	6.12245	1.58939
1.42857	6.36735	1.62313
1.42857	6.61224	1.59802
1.42857	6.85714	1.51699
1.42857	7.10204	1.38636
1.42857	7.34694	1.21539
1.42857	7.59184	1.01572
1.42857	7.83673	0.800745
1.42857	8.08163	0.584752
1.42857	8.32653	0.382091
1.42857	8.57143	0.206318
1.42857	8.81633	0.0693834
1.42857	9.06122	-0.0190797
1.42857	9.30612	-0.0523305
1.42857	9.55102	-0.0269234
1.42857	9.79592	0.057087
1.42857	10.0408	0.196149
1.42857	10.2857	0.383424
1.42857	10.5306	0.6092
1.42857	10.7755	0.861463
1.42857	11.0204	1.12662
1.42857	11.2653	1.39031
1.42857	11.5102	1.63826
1.42857	11.7551	1.85714
1.42857	12	2.03533
1.63265	0	0.998087
1.63265	0.244898	0.992796
1.63265	0.489796	0.929721
1.63265	0.734694	0.814086
1.63265	0.979592	0.654255
1.63265	1.22449	0.461226
1.63265	1.46939	0.24798
1.63265	1.71429	0.0287046
1.63265	1.95918	-0.182054
1.63265	2.20408	-0.370256
1.63265	2.44898	-0.52321
1.63265	2.69388	-0.630327
1.63265	2.93878	-0.683752
1.63265	3.18367	-0.678837
1.63265	3.42857	-0.614412
1.63265	3.67347	-0.492862
1.63265	3.91837	-0.319977
1.63265	4.16327	-0.104615
1.63265	4.40816	0.141835
1.63265	4.65306	0.406127
1.63265	4.89796	0.67395
1.63265	5.14286	0.930784
1.63265	5.38776	1.16276
1.63265	5.63265	1.3575
1.63265	5.87755	1.50485
1.63265	6.12245	1.59747
1.63265	6.36735	1.63129
1.63265	6.61224	1.60576
1.63265	6.85714	1.52387
1.63265	7.10204	1.39196
1.63265	7.34694	1.21936
1.63265	7.59184	1.01784
1.63265	7.83673	0.800887
1.63265	8.08163	0.582905
1.63265	8.32653	0.378366
1.63265	8.57143	0.200937
1.63265	8.81633	0.0626678
1.63265	9.06122	-0.0267292
1.63265	9.30612	-0.0604574
